candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
457,false,-1,11.00,110,8147,2696,0,13,4,10,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-i-003|cell-j-001|red-myco-001,-4256,14,1226516,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001;missingResources=C,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-c-001]|[cell-h-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-c-001]|[cell-h-001]|[red-myco-001]"
458,false,-1,9.80,98,5613,3445,0,13,4,10,2,cell-b-001|cell-c-001|cell-e-001|cell-g-001|cell-h-001|cell-i-002|cell-i-003|cell-j-001|red-myco-001|red-myco-002,5631,14,1278466,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=C,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-003,cell-j-001]|[cell-c-001]|[cell-h-001]|[cell-i-002]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-003,cell-j-001]|[cell-c-001]|[cell-h-001]|[cell-i-002]|[red-myco-001]|[red-myco-002]"
459,false,-1,13.90,139,7489,2013,0,14,3,11,4,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-i-003|cell-j-001|red-myco-002,-10644,14,1051751,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-002;missingResources=C,E,H,J;strong=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-j-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-j-001]|[red-myco-002]"
460,false,-1,12.60,126,7154,2429,0,13,3,11,1,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-i-002|cell-i-003|red-myco-001|red-myco-002,-4756,14,1332230,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-j-001]|[cell-h-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-j-001]|[cell-h-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
461,false,-1,13.90,139,9208,3942,0,14,6,8,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-i-001|cell-i-003|red-myco-002,15240,14,1612962,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-i-003,red-myco-002;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
462,false,-1,11.00,110,4496,1940,0,13,2,12,4,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-h-001|cell-i-001|cell-i-003|cell-j-001|red-myco-001|red-myco-002,-13308,14,1646294,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,H,J;strong=[cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002]|[cell-a-001]|[cell-c-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002]|[cell-a-001]|[cell-c-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
463,false,-1,16.20,162,10112,5356,0,13,7,7,1,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-h-001|cell-i-003|red-myco-002,29527,14,1616778,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-h-001,cell-i-003,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-h-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-h-001]|[red-myco-002]"
464,false,-1,13.10,131,9955,2713,0,14,4,10,1,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-i-002|cell-i-003|red-myco-001,457,14,1385451,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001;missingResources=D;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-d-001]|[cell-i-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-d-001]|[cell-i-001]|[red-myco-001]"
465,false,-1,13.10,131,7930,3855,0,14,6,8,1,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-f-001|cell-i-001|cell-i-003|red-myco-002,14182,14,1613013,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-i-001,cell-i-003,red-myco-002;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
466,false,-1,13.80,138,8262,3428,0,13,5,9,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-h-001|cell-i-001|cell-i-003|red-myco-002,7274,14,1660793,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-i-003,red-myco-002;missingResources=A,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
467,false,-1,14.30,143,11125,3611,0,14,5,9,0,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-i-003|red-myco-001,11251,14,1520380,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-i-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-i-001]|[red-myco-001]"
468,false,-1,13.70,137,8261,3428,0,13,5,9,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-h-001|cell-i-001|cell-i-003|red-myco-002,7270,14,1660753,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-i-003,red-myco-002;missingResources=A,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
469,false,-1,13.40,134,10565,3700,0,14,5,9,1,cell-a-001|cell-c-001|cell-e-001|cell-f-001|cell-i-001|cell-i-002|cell-i-003|cell-j-001|red-myco-002,11469,14,1382380,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-e-001,cell-f-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-a-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-a-001]|[red-myco-002]"
470,false,-1,13.80,138,7613,3567,0,13,4,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-i-003|red-myco-001|red-myco-002,9044,14,1517464,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-i-003,red-myco-001,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-j-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-j-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
471,false,-1,11.30,113,7219,2825,0,14,5,9,2,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-f-001|cell-i-001|cell-i-002|cell-i-003|red-myco-002,1792,14,1525448,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002;missingResources=A,D;strong=[cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-d-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-a-001]|[cell-d-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
472,false,-1,12.60,126,8003,3328,0,13,4,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-i-003|red-myco-001|red-myco-002,6039,14,1463877,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-i-003,red-myco-001,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
473,false,-1,12.90,129,9766,4199,0,14,7,7,2,cell-a-001|cell-b-001|cell-c-001|cell-f-001|cell-h-001|cell-i-003|cell-j-001,16507,14,1555531,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-f-001,cell-h-001,cell-i-003,cell-j-001;missingResources=C,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001]"
474,false,-1,10.10,101,5228,1070,0,14,1,13,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-i-002|cell-i-003|cell-j-001|red-myco-001|red-myco-002,-22885,14,1060125,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=D,E;strong=[cell-a-001,cell-b-001,cell-f-001,cell-g-001,cell-i-003]|[cell-c-001,cell-h-001,cell-j-001]|[cell-d-001]|[cell-e-001]|[cell-i-001]|[cell-i-002]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-f-001,cell-g-001,cell-i-003]|[cell-c-001,cell-h-001,cell-j-001]|[cell-d-001]|[cell-e-001]|[cell-i-001]|[cell-i-002]|[red-myco-001]|[red-myco-002]"
475,false,-1,10.80,108,4494,1938,0,13,2,12,4,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-h-001|cell-i-001|cell-i-003|cell-j-001|red-myco-001|red-myco-002,-13333,14,1646250,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,H,J;strong=[cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002]|[cell-a-001]|[cell-c-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002]|[cell-a-001]|[cell-c-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
476,false,-1,13.80,138,9309,3725,0,14,5,9,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-i-003|red-myco-002,10817,14,1477358,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-i-003,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-h-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-h-001]|[red-myco-002]"
477,false,-1,14.10,141,9375,3724,0,13,4,10,3,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-f-001|cell-h-001|cell-i-003|cell-j-001|red-myco-001|red-myco-002,10819,14,1501155,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-h-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,H;strong=[cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001]|[cell-a-001]|[cell-c-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001]|[cell-a-001]|[cell-c-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
478,false,-1,14.10,141,9043,2427,0,14,4,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-i-001|cell-i-002|cell-i-003|red-myco-002,-2980,14,1251245,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002;missingResources=D;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-d-001]|[cell-i-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-d-001]|[cell-i-001]|[red-myco-002]"
479,false,-1,4.80,48,3083,1798,0,7,2,12,6,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-002|cell-i-003|cell-j-001|red-myco-001|red-myco-002,-22272,14,962664,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,E,G,H,J;strong=[cell-b-001,cell-d-001,cell-f-001,cell-i-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-i-002]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-f-001,cell-i-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-i-002]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
480,false,-1,13.90,139,6095,2954,0,14,3,11,3,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-h-001|cell-i-001|cell-i-002|cell-i-003|cell-j-001|red-myco-001|red-myco-002,3362,14,1514195,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=C,H,J;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001]|[cell-c-001]|[cell-h-001]|[cell-i-002]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001]|[cell-c-001]|[cell-h-001]|[cell-i-002]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
481,false,-1,9.60,96,5355,1941,0,12,3,11,5,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-002|cell-i-003|cell-j-001|red-myco-002,-14205,14,1410210,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002;missingResources=A,C,E,H,J;strong=[cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,red-myco-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-003]|[cell-j-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,red-myco-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-003]|[cell-j-001]|[red-myco-002]"
482,false,-1,9.20,92,6063,898,0,12,1,13,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-i-002|cell-i-003|cell-j-001|red-myco-001|red-myco-002,-24068,14,1002831,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=C,D,H;strong=[cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-i-003,cell-j-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-i-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-i-003,cell-j-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-i-001]|[red-myco-001]|[red-myco-002]"
483,false,-1,13.10,131,9101,3298,0,13,6,8,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-h-001|cell-i-001|cell-i-003,5723,14,1612374,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-i-003;missingResources=A,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001]|[cell-h-001]|[cell-i-003];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001]|[cell-h-001]|[cell-i-003]"
484,false,-1,17.00,170,10709,5313,0,14,6,8,1,cell-a-001|cell-b-001|cell-c-001|cell-h-001|cell-i-002|cell-i-003|red-myco-001|red-myco-002,31710,14,1518845,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-h-001,cell-i-002,cell-i-003,red-myco-001,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
485,false,-1,4.70,47,1302,0,0,9,0,14,8,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-i-002|cell-i-003|cell-j-001|red-myco-001|red-myco-002,-40256,14,1131185,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,D,E,F,H,I,J;strong=[cell-b-001,cell-i-002]|[cell-a-001]|[cell-c-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-i-002]|[cell-a-001]|[cell-c-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
486,false,-1,14.00,140,7978,2206,0,14,4,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-i-001|cell-i-002|cell-i-003|red-myco-002,-5630,14,1251097,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002;missingResources=D;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-d-001]|[cell-i-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-d-001]|[cell-i-001]|[red-myco-002]"
487,false,-1,12.50,125,8663,3199,0,14,5,9,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-i-001|cell-i-002|cell-i-003|red-myco-002,5473,14,1526618,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002;missingResources=D;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-d-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001]|[cell-d-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
